Date,Open,High,Low,Close,Adj Close,Volume,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2012-01-03,16.262544631958008,16.641374588012695,16.24834632873535,16.573129653930664,16.573129653930664,147611217,16.573129653930664,16.573129653930664,16.573129653930664,0.0,0,0,0
2012-01-04,16.56366539001465,16.69367790222168,16.453826904296875,16.644611358642578,16.644611358642578,114989399,16.644611358642578,16.58612632751465,16.576616566355636,0.009509761159012697,0,0,0
2012-01-05,16.491436004638672,16.537263870239258,16.344486236572266,16.413726806640625,16.413726806640625,131808205,16.413726806640625,16.554780960083008,16.56867072441832,-0.013889764335310417,0,0,0
2012-01-06,16.417213439941406,16.438385009765625,16.1840877532959,16.189817428588867,16.189817428588867,108119746,16.189817428588867,16.4884239543568,16.55019007584127,-0.061766121484470915,0,0,0
2012-01-09,16.102144241333008,16.114599227905273,15.472753524780273,15.503389358520508,15.503389358520508,233776981,15.503389358520508,16.309326755113837,16.49912662621587,-0.1897998711020321,0,0,0
2012-01-10,15.684959411621094,15.785831451416016,15.365158081054688,15.520325660705566,15.520325660705566,176483032,15.520325660705566,16.16587201067597,16.45138023765439,-0.28550822697842193,0,0,0
2012-01-11,15.529292106628418,15.675992965698242,15.470014572143555,15.59056282043457,15.59056282043457,96359832,15.59056282043457,16.061270339722988,16.409389144131474,-0.34811880440848597,0,0,0
2012-01-12,15.721571922302246,15.763166427612305,15.604011535644531,15.682218551635742,15.682218551635742,75289148,15.682218551635742,15.992351832798034,16.37391740791217,-0.381565575114136,0,0,0
2012-01-13,15.598034858703613,15.615220069885254,15.468520164489746,15.56640338897705,15.56640338897705,92637933,15.56640338897705,15.91490666119422,16.334526480159237,-0.41961981896501754,0,0,0
2012-01-17,15.740501403808594,15.740501403808594,15.583588600158691,15.655817985534668,15.655817985534668,76658261,15.655817985534668,15.867799629256119,16.301418748714138,-0.4336191194580188,0,0,0
2012-01-18,15.607250213623047,15.790811538696289,15.49492073059082,15.763664245605469,15.763664245605469,110882061,15.763664245605469,15.848865923137819,16.27518682173323,-0.4263208985954101,0,0,0
2012-01-19,15.964909553527832,15.964909553527832,15.727548599243164,15.92954158782959,15.92954158782959,253157352,15.92954158782959,15.86353422580905,16.25832607861598,-0.3947918528069305,0,0,0
2012-01-20,14.708120346069336,14.719825744628906,14.488195419311523,14.595044136047363,14.595044136047363,424637703,14.595044136047363,15.632899664034197,16.177190374100437,-0.5442907100662406,0,0,0
2012-01-23,14.595293045043945,14.661544799804688,14.524558067321777,14.583337783813477,14.583337783813477,137027695,14.583337783813477,15.442070231266793,16.099441467257172,-0.6573712359903787,0,0,0
2012-01-24,14.603262901306152,14.637136459350586,14.396039962768555,14.469017028808594,14.469017028808594,122690156,14.469017028808594,15.265151467183484,16.019908567820657,-0.7547571006371729,0,0,0
2012-01-25,14.383835792541504,14.413723945617676,14.106624603271484,14.18408489227295,14.18408489227295,200255805,14.18408489227295,15.068593908108841,15.930356193403696,-0.861762285294855,0,0,0
2012-01-26,14.246102333068848,14.308368682861328,14.06104564666748,14.149463653564453,14.149463653564453,129531704,14.149463653564453,14.901479316373498,15.84348338658227,-0.9420040702087711,0,0,0
2012-01-27,14.216214179992676,14.453824043273926,14.180100440979004,14.445355415344238,14.445355415344238,145242371,14.445355415344238,14.818547698004542,15.775282022131634,-0.9567343241270923,0,0,0
2012-01-30,14.397285461425781,14.445853233337402,14.28147029876709,14.38831901550293,14.38831901550293,93569411,14.38831901550293,14.740324301186067,15.707625290100966,-0.9673009889148982,0,0,0
2012-01-31,14.520572662353516,14.545479774475098,14.325056076049805,14.448593139648438,14.448593139648438,86017210,14.448593139648438,14.687282271815588,15.646209087639866,-0.9589268158242774,0,0,0
2012-02-01,14.568891525268555,14.582839965820312,14.424433708190918,14.46652603149414,14.46652603149414,93175942,14.46652603149414,14.647144773575326,15.588663572705928,-0.941518799130602,0,0,0
2012-02-02,14.56714916229248,14.605504989624023,14.497658729553223,14.573125839233398,14.573125839233398,96950036,14.573125839233398,14.633686785513158,15.539125146682878,-0.9054383611697201,0,0,0
2012-02-03,14.711358070373535,14.871009826660156,14.64635181427002,14.852579116821289,14.852579116821289,127215053,14.852579116821289,14.673485391205546,15.505635096445728,-0.8321497052401821,0,0,0
2012-02-06,14.8197021484375,15.213725090026855,14.794795036315918,15.170388221740723,15.170388221740723,147735682,15.170388221740723,14.763831360393759,15.489281590362557,-0.7254502299687982,0,0,0
