Date,Open,High,Low,Close,Adj Close,Volume,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2012-01-03,16.262544631958008,16.641374588012695,16.24834632873535,16.573129653930664,16.573129653930664,147611217,16.573129653930664,16.573129653930664,16.573129653930664,0.0,0,0,0.0
2012-01-04,16.56366539001465,16.69367790222168,16.453826904296875,16.644611358642578,16.644611358642578,114989399,16.644611358642578,16.57316062141011,16.573137962278807,2.26591313037261e-05,0,0,0.0
2012-01-05,16.491436004638672,16.537263870239258,16.344486236572266,16.413726806640625,16.413726806640625,131808205,16.413726806640625,16.57297411399477,16.573087930815568,-0.00011381682079658617,0,0,0.0
2012-01-06,16.417213439941406,16.438385009765625,16.1840877532959,16.189817428588867,16.189817428588867,108119746,16.189817428588867,16.572163244039324,16.572870315716276,-0.0007070716769526086,0,0,0.0
2012-01-09,16.102144241333008,16.114599227905273,15.472753524780273,15.503389358520508,15.503389358520508,233776981,15.503389358520508,16.566831667587532,16.571438946436952,-0.004607278849420027,0,0,0.0
2012-01-10,15.684959411621094,15.785831451416016,15.365158081054688,15.520325660705566,15.520325660705566,176483032,15.520325660705566,16.560906964443586,16.569842393866306,-0.008935429422720631,0,0,0.0
2012-01-11,15.529292106628418,15.675992965698242,15.470014572143555,15.59056282043457,15.59056282043457,96359832,15.59056282043457,16.555339494184494,16.568334927467063,-0.012995433282569024,0,0,0.0
2012-01-12,15.721571922302246,15.763166427612305,15.604011535644531,15.682218551635742,15.682218551635742,75289148,15.682218551635742,16.55046830653369,16.56700857165192,-0.01654026511823048,0,0,0.0
2012-01-13,15.598034858703613,15.615220069885254,15.468520164489746,15.56640338897705,15.56640338897705,92637933,15.56640338897705,16.545026154434176,16.56552394072714,-0.020497786292963838,0,0,0.0
2012-01-17,15.740501403808594,15.740501403808594,15.583588600158691,15.655817985534668,15.655817985534668,76658261,15.655817985534668,16.540255084094692,16.564214390254143,-0.023959306159451188,0,0,0.0
2012-01-18,15.607250213623047,15.790811538696289,15.49492073059082,15.763664245605469,15.763664245605469,110882061,15.763664245605469,16.536255527135747,16.563108232693697,-0.02685270555794972,0,0,0.0
2012-01-19,15.964909553527832,15.964909553527832,15.727548599243164,15.92954158782959,15.92954158782959,253157352,15.92954158782959,16.533263803294645,16.562270050051534,-0.029006246756889453,0,0,0.0
2012-01-20,14.708120346069336,14.719825744628906,14.488195419311523,14.595044136047363,14.595044136047363,424637703,14.595044136047363,16.52089205773346,16.558901127332078,-0.03800906959861905,0,0,0.0
2012-01-23,14.595293045043945,14.661544799804688,14.524558067321777,14.583337783813477,14.583337783813477,137027695,14.583337783813477,16.506829429240174,16.55505421388763,-0.04822478464745572,0,0,0.0
2012-01-24,14.603262901306152,14.637136459350586,14.396039962768555,14.469017028808594,14.469017028808594,122690156,14.469017028808594,16.490566689662018,16.550587785439053,-0.06002109577703507,0,0,0.0
2012-01-25,14.383835792541504,14.413723945617676,14.106624603271484,14.18408489227295,14.18408489227295,200255805,14.18408489227295,16.47018455918785,16.544977106547634,-0.07479254735978458,0,0,0.0
2012-01-26,14.246102333068848,14.308368682861328,14.06104564666748,14.149463653564453,14.149463653564453,129531704,14.149463653564453,16.44822404229791,16.538895377241282,-0.09067133494337298,0,0,0.0
2012-01-27,14.216214179992676,14.453824043273926,14.180100440979004,14.445355415344238,14.445355415344238,145242371,14.445355415344238,16.42894171586548,16.533487870734998,-0.10454615486951724,0,0,0.0
2012-01-30,14.397285461425781,14.445853233337402,14.28147029876709,14.38831901550293,14.38831901550293,93569411,14.38831901550293,16.408997725505806,16.52786290795004,-0.11886518244423527,0,0,0.0
2012-01-31,14.520572662353516,14.545479774475098,14.325056076049805,14.448593139648438,14.448593139648438,86017210,14.448593139648438,16.38973509183408,16.522381531578905,-0.13264643974482482,0,0,0.0
2012-02-01,14.568891525268555,14.582839965820312,14.424433708190918,14.46652603149414,14.46652603149414,93175942,14.46652603149414,16.371635247472113,16.517190546760805,-0.1455552992886915,0,0,0.0
2012-02-02,14.56714916229248,14.605504989624023,14.497658729553223,14.573125839233398,14.573125839233398,96950036,14.573125839233398,16.356076235837527,16.51267834161827,-0.15660210578074185,0,0,0.0
2012-02-03,14.711358070373535,14.871009826660156,14.64635181427002,14.852579116821289,14.852579116821289,127215053,14.852579116821289,16.344251785371274,16.50917549402952,-0.16492370865824668,0,0,0.0
2012-02-06,14.8197021484375,15.213725090026855,14.794795036315918,15.170388221740723,15.170388221740723,147735682,15.170388221740723,16.335811265071357,16.506592805702837,-0.17078154063148077,0,0,0.0
2012-02-07,15.122069358825684,15.177860260009766,15.03763484954834,15.112604141235352,15.112604141235352,83997668,15.112604141235352,16.32718402675339,16.503955017849464,-0.17677099109607397,0,0,0.0
2012-02-08,15.1591796875,15.226676940917969,15.062044143676758,15.189316749572754,15.189316749572754,73731331,15.189316749572754,16.319319474217874,16.501517221017437,-0.18219774679956302,0,0,0.0
2012-02-09,15.243364334106445,15.305132865905762,15.168146133422852,15.229415893554688,15.229415893554688,90927546,15.229415893554688,16.31198922903408,16.499221807387297,-0.1872325783532176,0,0,0.0
